lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
108,1,116.77877984866302,5,17,4,1,1,0,1,0
5,0,197.05809319173483,3,5,4,6,1,0,4,0
30,0,98.1,5,24,4,1,0,3,0,0
148,0,130.17891373934143,8,14,3,3,0,0,0,0
223,0,102.07599589055675,6,28,4,4,2,0,1,0
285,0,86.17681867982677,10,16,3,1,1,0,0,0
35,0,88.0,12,7,4,2,0,3,0,0
29,0,113.75411683629261,5,21,4,1,1,2,0,0
109,0,88.25495070562994,4,28,4,1,1,1,1,0
20,0,129.77598485681955,3,4,4,1,0,0,0,0
275,0,95.03685814599959,9,22,3,2,0,0,0,0
44,0,65.60489063183373,3,9,2,1,1,0,0,0
3,0,97.90019117248647,8,25,2,0,0,0,0,0
90,0,114.3,6,27,4,4,1,0,0,0
220,0,83.9157487752884,12,29,4,2,2,0,0,0
247,0,90.87614174446585,10,24,4,3,0,0,0,0
132,0,96.3,7,29,4,2,0,0,0,0
50,0,108.0,10,2,4,1,1,3,0,0
10,0,111.19883714445689,6,2,4,1,0,0,0,0
194,0,86.99557115359664,7,9,3,1,1,0,0,0
76,0,88.0,11,25,4,1,0,3,0,0
110,0,94.5,7,25,3,1,2,1,0,0
44,0,98.47175126387842,7,30,4,2,0,3,0,0
239,0,112.2,6,15,3,2,0,1,0,0
72,0,127.2694649763263,6,9,4,1,0,0,1,0
228,0,88.89791861852879,9,22,4,1,2,0,0,0
168,0,138.62728615726297,8,4,4,3,0,0,3,0
80,0,97.86480475382898,3,23,4,3,1,0,2,0
39,0,139.5538902960205,4,19,4,3,0,0,3,0
241,0,106.12353476708796,7,21,3,4,2,0,1,0
66,0,151.50686298338184,4,12,4,1,0,0,4,0
153,2,171.98287447873565,7,7,4,2,1,0,0,0
305,0,75.55831126007494,10,21,4,2,0,0,0,0
24,0,126.79701149870668,4,10,4,4,2,1,1,0
97,1,87.59837728424779,4,8,4,1,1,0,0,0
215,1,100.25302157671089,5,4,4,3,0,0,0,0
325,1,67.06348930812845,11,24,4,3,0,3,0,0
10,0,107.88938090917438,9,2,4,1,1,0,2,0
151,1,133.808241800859,7,28,4,2,1,0,0,0
99,0,130.2209857765448,6,26,4,1,1,0,1,0
29,0,88.16208804261841,10,25,4,0,2,3,0,0
156,0,121.7799351055684,7,23,4,2,0,0,0,0
3,0,135.914630657625,8,17,2,4,1,0,0,0
14,0,128.5641800292472,7,23,4,2,0,2,0,0
22,0,135.18770394457653,3,22,4,1,0,0,0,0
89,0,150.3,8,22,4,4,0,0,3,0
247,1,81.69967159725215,8,9,4,3,0,0,1,0
23,0,105.0,9,3,4,1,0,0,0,0
24,0,185.88109189655162,7,25,4,2,0,0,3,0
218,0,100.93418922660209,8,28,4,3,1,1,0,0
166,0,121.54107579628264,7,6,4,3,1,0,0,0
153,1,120.28670213301017,7,7,4,2,1,0,2,0
51,0,107.14285370481349,7,5,4,1,0,3,0,0
143,0,99.47084322420676,6,23,4,4,1,0,0,0
244,0,107.49009339734502,8,21,4,5,2,0,0,0
76,0,116.85699284535235,6,8,4,0,1,1,0,0
179,0,85.1752850432063,8,26,4,2,0,2,0,0
244,0,96.3,10,28,4,2,0,0,0,0
54,0,125.49584049076935,3,20,4,1,2,0,1,0
61,0,79.58500766074175,8,4,4,2,1,1,0,0
139,0,135.81149485616058,8,22,4,2,0,0,3,0
104,0,109.54908522652468,10,11,4,1,1,1,0,0
87,0,78.03066824848834,3,19,4,1,1,0,0,0
27,0,78.81721048919964,5,2,4,3,1,0,1,0
66,0,122.51294365196897,7,25,4,1,1,0,1,0
240,0,85.63213006145281,10,28,4,2,0,1,0,0
70,1,108.0,10,17,4,2,0,3,0,0
63,0,73.00798882260393,10,27,4,0,1,3,0,0
126,0,129.60662199399295,6,26,4,4,1,0,0,0
180,0,120.0,10,10,3,2,0,0,0,0
65,0,159.3,5,8,4,1,0,0,1,0
162,0,114.98388294764358,8,30,3,2,0,0,3,0
162,0,112.0,7,14,3,3,0,0,0,0
275,0,73.85374004604385,12,28,4,4,0,2,0,0
218,0,92.69091654846329,9,16,4,3,1,0,0,0
36,0,81.9,3,10,4,1,0,0,0,0
60,0,137.7,7,25,4,2,1,0,3,0
32,0,139.37480526038675,10,2,4,2,1,0,1,0
164,0,130.01912944118354,9,2,3,3,0,0,3,0
3,0,135.40373106351456,8,17,2,5,1,0,0,0
226,0,119.78398277154454,8,28,4,4,2,0,2,0
186,0,130.23227084552033,7,16,4,2,0,0,0,0
257,0,101.5,7,1,3,2,0,1,0,0
47,0,67.5,3,4,4,1,1,3,0,0
28,0,151.30271704712558,10,2,4,2,1,0,2,0
31,0,153.77972255866302,8,26,4,1,0,0,3,0
76,0,99.64339923533582,3,25,3,2,1,0,1,0
172,1,100.5170589804848,3,30,4,2,0,0,0,0
226,1,119.49143086315556,8,19,4,4,1,0,0,0
319,1,114.10753952035084,11,26,3,2,0,0,2,0
162,0,70.65546150498396,7,2,3,3,1,0,0,0
37,0,88.87814693005288,6,20,4,2,0,0,0,0
226,0,106.98562977269735,9,17,4,3,1,0,0,0
105,0,129.0642987272327,5,8,4,1,1,0,0,0
44,0,152.97762018137524,5,2,4,1,0,0,2,0
169,0,175.31131413350528,10,5,4,3,0,0,1,0
51,0,124.61259794859167,7,18,4,2,0,2,0,0
101,0,93.78416599531484,6,26,4,2,0,3,0,0
56,0,80.22739675176038,5,20,4,3,1,3,0,0
9,0,84.98827721903149,2,12,4,1,1,0,0,0
157,0,84.57249197505598,7,18,4,1,0,0,0,0
136,1,106.67538684277973,5,29,4,2,0,0,0,0
134,1,137.48419190313922,9,29,4,2,1,0,3,0
272,0,94.40751503669132,9,14,3,3,1,0,0,0
161,1,114.29082929743059,6,25,4,0,1,0,3,0
195,1,112.90432521082842,8,16,4,4,1,0,2,0
30,0,98.96540994647877,3,12,4,3,0,2,0,0
44,0,68.4901960116498,2,11,4,2,0,3,0,0
29,0,158.24477274952056,9,5,4,2,0,0,2,0
213,0,81.27958243760051,7,11,4,3,0,0,0,0
26,0,104.0,11,16,4,1,0,0,0,0
67,0,85.5,3,18,4,0,1,3,0,0
3,0,101.0,3,5,4,2,0,0,0,0
149,0,86.9151946191432,4,9,4,1,1,3,0,0
111,0,132.77155226498377,5,24,4,4,0,0,3,0
177,0,83.74499190214142,8,22,4,4,1,3,0,0
189,0,112.5,9,28,4,1,1,0,0,0
96,0,170.9790454718732,4,21,4,3,1,0,4,0
245,1,58.36,12,27,4,5,2,0,0,0
121,1,76.06269021670633,9,14,4,3,0,2,0,0
48,0,48.25284776902144,2,9,4,1,0,3,0,0
46,0,99.0,3,23,4,1,0,0,0,0
126,0,79.2,11,12,4,1,1,3,0,0
81,0,75.57300030680275,5,26,4,2,2,0,0,0
21,0,79.0,2,18,4,1,0,3,0,0
72,1,77.88712574032954,11,18,4,2,0,3,0,0
9,0,143.50755033470585,4,12,4,4,0,0,3,0
37,0,146.8375676381056,9,19,4,2,0,0,0,0
45,0,130.00583921163286,3,12,4,3,1,0,3,0
96,0,102.00186567731659,9,17,4,2,0,0,2,0
137,0,169.01732253469757,6,4,4,4,1,0,5,0
245,1,58.36,12,27,4,5,2,0,0,0
202,1,93.39067805279535,8,19,4,4,0,0,0,0
245,0,75.0,6,17,3,2,0,0,0,0
236,0,89.37325141454909,9,3,4,1,0,0,0,0
29,0,112.15865428491892,10,2,4,1,1,3,0,0
29,0,178.72910736860152,4,26,4,2,1,0,3,0
95,0,124.35838346604012,9,27,3,1,1,0,3,0
170,0,127.94464953624015,8,14,4,2,1,0,0,0
222,0,102.85,10,2,4,3,1,0,0,0
37,0,116.1,5,15,4,1,0,3,0,0
54,0,89.48011211239086,3,17,4,2,1,0,0,0
162,0,82.40333426159042,7,28,4,1,1,3,0,0
60,0,54.119205670879055,6,19,3,1,1,0,0,0
3,0,137.38272254329246,5,8,4,2,0,1,1,0
108,0,108.79493069409342,7,8,4,5,2,0,0,0
147,0,97.74577011148826,7,8,4,2,1,3,0,0
11,1,93.26102610897105,5,31,3,2,0,0,0,0
96,0,76.50456548318071,7,21,4,5,2,0,0,0
158,0,187.50130449319707,5,26,4,3,0,0,4,0
70,0,147.90872573708236,8,3,4,7,2,0,3,0
9,0,91.73199281657988,2,10,4,5,1,0,0,0
242,0,80.29006833843826,12,30,4,1,1,3,0,0
36,1,68.22020104877976,2,24,4,3,0,3,0,0
175,0,97.81043129329078,8,15,4,1,0,0,0,0
183,0,100.54900222455964,9,4,4,3,0,0,0,0
215,0,96.94033824456213,8,29,4,2,0,0,0,0
111,0,108.0,10,12,4,1,0,3,0,0
10,0,119.37455381182308,5,16,4,1,0,0,1,0
320,0,115.0,8,18,3,2,0,1,0,0
86,0,139.46377703298705,6,2,4,1,0,0,2,0
202,0,86.54210061525241,7,21,4,1,0,0,1,0
283,0,73.63810014838714,9,2,4,2,0,0,0,0
259,0,89.88154445040593,5,5,4,3,0,0,0,0
159,0,131.10099676111892,8,3,4,3,0,0,1,0
129,0,104.86639151693836,5,5,4,2,0,0,0,0
14,0,124.87862241656856,4,29,4,2,1,3,0,0
222,0,81.233963816441,12,29,4,3,1,1,0,0
3,0,120.0,8,17,2,1,1,0,0,0
48,0,76.5,3,16,4,1,0,0,0,0
191,0,67.81862172180217,6,11,3,1,0,0,0,0
110,0,94.97789462803215,6,25,3,1,2,0,0,0
218,0,168.3,8,27,4,1,0,0,5,0
97,0,118.8,10,7,4,2,1,0,0,0
164,0,180.62171334848668,8,18,4,2,1,0,3,0
95,0,149.68610236955155,7,29,4,5,3,0,3,0
9,0,97.0,3,13,4,0,1,2,0,0
13,0,263.03462136243,4,24,4,2,0,0,4,0
6,0,96.90119601517291,9,13,4,2,0,1,0,0
198,0,106.02216715693636,5,13,4,3,1,0,0,0
189,0,112.32907595760145,6,9,4,0,2,2,0,0
52,0,149.0882006323759,3,28,4,2,1,0,4,0
147,1,72.59506164733888,11,28,4,3,0,0,0,0
107,0,75.91908307791263,8,11,3,1,1,0,0,0
9,0,79.0,2,7,4,0,0,3,0,0
107,1,119.31485726299232,9,4,4,2,1,2,0,0
10,1,158.09962932605055,6,22,4,0,1,0,1,0
283,1,95.60154458997873,7,21,4,2,0,0,0,0
104,0,85.04265726582793,9,29,3,1,1,0,0,0
3,0,110.7748079652649,7,29,2,2,0,0,0,0
86,0,141.89173621769302,5,26,4,3,1,0,0,0
127,1,79.2,11,12,4,1,2,3,0,0
10,0,149.6175840596012,8,11,4,0,2,2,0,0
57,0,79.2,11,17,4,2,0,3,0,0
192,0,72.25982685993263,4,10,3,1,1,0,0,0
32,0,98.08835996821696,5,9,4,1,0,3,0,0
4,0,110.0,5,23,1,1,0,0,0,0
118,0,80.93113516851524,3,10,4,2,0,0,1,0
84,0,107.45653377861855,5,17,3,4,2,1,0,0
0,0,84.28236606755206,4,10,4,1,0,0,0,0
215,0,96.3,7,8,4,2,1,0,0,0
9,0,93.10998843398264,2,8,4,2,0,0,0,0
30,0,168.40726119306862,4,29,4,1,0,0,3,0
50,0,64.75573933482364,3,5,4,3,2,1,0,0
320,1,115.0,8,18,3,2,0,1,0,0
185,1,90.50236598897793,7,12,4,5,0,0,0,0
122,0,99.83074426699072,4,28,4,1,1,0,0,0
46,1,101.43380744996672,3,16,4,3,0,0,3,0
129,0,118.8,9,8,4,1,0,0,0,0
34,0,179.3641358837683,4,17,4,1,1,0,5,0
57,0,124.12248571081138,8,1,4,2,0,0,3,0
76,0,116.65804126934832,7,22,4,2,0,1,0,0
51,0,73.81281872671852,2,4,4,2,1,0,0,0
27,0,179.83471966403215,6,25,4,3,1,0,3,0
152,0,121.9101258033124,5,28,4,1,2,0,3,0
49,0,107.51071214200962,9,19,4,1,0,3,0,0
39,0,135.7340666927805,3,22,4,4,1,0,2,0
34,0,126.33205518338126,5,10,4,1,0,0,0,0
4,0,90.26640480684132,11,23,4,2,0,2,0,0
52,0,140.1361855609891,7,17,4,2,0,0,3,0
33,0,126.9,5,1,4,1,1,0,0,0
199,0,77.43160510358038,12,27,4,3,2,0,2,0
18,0,111.8786149800961,5,15,4,2,1,0,0,0
98,1,140.19495714543092,7,7,4,2,1,0,3,0
173,0,130.05,8,14,4,3,1,0,3,0
75,2,88.98410221601155,11,14,4,4,0,0,0,0
117,1,100.93352772292151,4,29,4,2,1,0,0,0
121,0,162.0,8,9,4,5,1,0,3,0
161,1,115.82922161103052,5,22,4,1,1,0,3,0
178,0,127.2579162638829,8,29,4,3,2,0,3,0
86,0,76.5,4,4,4,1,1,3,0,0
65,0,149.21248169146622,6,28,4,2,0,0,3,0
132,0,138.232594386362,7,4,4,3,0,1,1,0
4,0,82.66299945830828,3,14,4,1,1,3,0,0
95,0,109.51284346772431,5,20,4,2,2,3,0,0
182,1,117.91491973983506,8,30,4,1,0,0,0,0
147,0,162.0,9,18,4,2,0,0,3,0
24,0,139.0,8,19,4,0,0,3,0,0
148,0,99.89823731990874,5,5,4,2,1,0,0,0
237,1,106.62988346469623,9,20,3,3,0,0,1,0
180,0,111.55886805595918,7,1,4,4,1,0,0,0
19,0,114.56206923615262,3,4,4,1,0,3,0,0
179,0,137.7,8,22,4,1,0,0,3,0
300,1,158.4,7,17,4,2,2,0,5,0
216,0,173.62699602856264,10,5,4,3,1,0,1,0
162,1,105.3,8,1,4,0,0,0,0,0
65,0,149.4,9,15,4,1,0,0,3,0
154,0,134.01024645341442,7,16,4,5,2,1,0,0
211,0,90.95,7,28,4,5,2,0,0,0
122,1,72.25,11,28,3,3,0,0,0,0
20,0,222.0949456553955,4,2,4,1,0,0,4,0
97,1,85.30383084289643,7,22,4,0,0,2,0,0
29,0,139.4622686157371,5,20,4,2,1,0,3,0
76,0,144.07170108270043,5,16,4,3,1,0,3,0
69,0,137.8003879843414,6,26,4,2,0,0,3,0
96,1,163.7909344676836,8,8,4,3,1,0,3,0
162,1,118.8,7,26,4,1,0,0,3,0
40,0,106.9384746184525,9,3,4,4,1,0,0,0
261,0,78.2165163253547,12,26,4,4,1,0,0,0
31,0,88.06920276208285,11,1,4,1,0,3,0,0
13,0,104.56275457815556,10,15,3,3,0,0,0,0
262,0,75.87313161217429,11,23,4,2,1,0,0,0
45,0,88.22794209209303,11,19,4,1,1,0,0,0
275,0,77.04151403669725,10,3,4,2,0,0,0,0
8,0,91.21898022989156,2,5,3,1,0,0,0,0
158,0,84.9679814650471,6,23,4,1,0,1,0,0
238,0,54.368124321165716,12,26,4,3,1,0,0,0
15,0,170.30265578850526,3,27,4,1,0,0,0,0
180,0,96.7056835528655,7,23,4,1,0,0,0,0
52,0,96.9271572205073,2,28,4,0,1,0,3,0
215,0,96.3,7,7,4,1,0,0,0,0
28,0,214.01267011555296,5,16,4,2,0,0,5,0
30,0,210.19643354140337,7,25,4,1,1,1,4,0
17,0,176.6053877368424,6,15,4,2,0,0,3,0
75,0,129.04511655109292,5,6,4,3,0,0,1,0
33,0,106.74634654058532,10,2,4,1,2,2,0,0
44,0,125.72126423770399,10,4,4,2,0,0,1,0
164,0,99.98979849235158,9,2,3,2,0,0,0,0
123,0,106.53199726775254,3,25,3,1,2,0,0,0
216,0,97.57666946766703,7,8,4,2,0,0,0,0
27,0,142.36641257927863,4,12,4,3,1,0,0,0
47,0,100.38223072155536,3,13,4,1,0,0,1,0
135,0,96.65943706296359,7,23,4,4,0,0,0,0
37,0,140.4,5,27,4,1,0,0,3,0
101,0,138.00281508646398,5,1,4,1,2,0,1,0
58,0,114.44248122603864,5,20,4,2,1,1,1,0
105,0,123.54606854557917,8,4,4,3,1,0,0,0
5,0,137.00630136325887,3,2,4,3,0,0,0,0
160,0,131.2985001718797,8,4,4,3,0,0,3,0
128,0,122.4,8,17,4,4,1,0,3,0
58,0,48.076033002571606,8,19,3,1,0,0,0,0
108,0,97.1269294173659,8,20,3,2,1,0,0,0
43,0,88.52927467730368,5,21,4,2,0,3,0,0
35,0,91.58124036226647,9,20,4,1,0,1,0,0
17,0,135.70783265581863,2,8,4,2,0,0,0,0
82,0,143.02049179018977,6,13,4,1,0,2,0,0
18,0,91.30171159263857,6,8,4,2,0,3,0,0
26,0,183.10147154065248,7,25,4,2,0,0,3,0
155,0,95.30669798909972,8,20,3,4,2,0,0,0
10,0,127.30485194041947,3,16,4,2,0,0,0,0
101,1,131.83376284025047,6,28,4,1,0,0,0,0
9,0,142.27063603781815,4,10,4,3,0,0,3,0
173,0,307.1523591660789,7,25,3,2,1,1,0,0
19,1,234.1362010954988,8,18,4,4,1,0,5,0
210,1,119.85,9,17,4,2,2,0,0,0
90,0,135.9,8,3,4,1,0,0,0,0
26,0,102.84734839508783,12,20,4,3,1,0,0,0
3,0,168.82276393546738,9,15,4,1,0,0,0,0
169,1,104.71582011244185,7,12,4,2,0,0,0,0
108,0,129.1255218129675,9,1,4,2,0,0,0,0
201,1,104.07045568774656,8,9,4,2,0,2,0,0
37,0,89.27415578300291,5,21,4,1,0,3,0,0
20,0,91.0,2,5,4,1,0,0,0,0
181,0,120.0,10,11,3,2,0,0,0,0
15,0,144.4670055999743,9,6,4,2,0,0,0,0
121,1,121.54512640339448,10,4,4,2,1,0,2,0
185,0,113.42452853166206,8,28,4,0,1,0,0,0
17,0,101.7483639733711,6,30,4,2,1,0,1,0
175,1,111.67593029621672,7,23,4,1,1,0,0,0
86,0,96.15669074761061,4,13,4,3,0,0,0,0
43,0,146.3135767541002,3,26,4,2,1,0,1,0
30,0,116.11378722101931,5,21,4,1,1,1,0,0
33,0,135.9,8,8,4,2,1,0,0,0
66,0,89.25906908098143,6,19,4,2,0,1,0,0
39,0,80.14612206994721,3,22,3,1,0,0,0,0
140,0,114.3,8,13,4,1,1,0,0,0
21,0,172.0,3,29,4,1,1,0,2,0
94,0,118.37019873613008,7,22,4,1,0,0,0,0
152,1,186.0173386657798,8,20,4,1,1,0,5,0
40,0,77.6427050807626,2,13,4,1,0,0,0,0
252,0,69.01399514056791,11,28,4,6,2,3,0,0
5,0,160.41935075602166,9,17,4,1,0,1,0,0
245,0,81.84636279285239,12,30,4,2,1,2,0,0
150,0,125.4982064627769,6,28,4,7,2,0,3,0
210,1,96.10719759369121,7,30,4,0,2,0,0,0
43,0,140.4,5,13,4,1,0,0,3,0
195,1,112.56,9,27,4,5,2,0,0,0
11,0,151.06717578045024,6,2,4,2,1,0,0,0
197,0,128.7,9,28,4,0,1,0,3,0
235,0,159.3,9,22,4,2,0,0,3,0
34,1,125.1,8,9,4,1,0,3,0,0
82,0,126.9,5,16,4,2,0,0,0,0
104,0,79.15161470028416,11,2,3,4,0,2,0,0
141,0,107.45405570100043,6,3,4,2,2,1,0,0
72,0,110.5813656681459,3,25,4,3,0,0,3,0
65,0,138.1188688522623,9,6,4,5,1,0,3,0
27,0,211.52547841525308,9,20,4,2,0,0,5,0
86,0,121.21788434679277,10,22,4,2,2,0,1,0
6,0,101.7077165249148,4,12,3,3,1,0,0,0
155,0,111.49982555913736,10,3,4,1,1,1,0,0
259,0,89.36429075467358,8,5,3,3,0,0,0,0
155,0,129.50231625876486,6,27,4,2,0,0,0,0
29,0,132.66362297245405,5,18,4,2,1,0,3,0
144,0,85.5,7,26,4,1,1,3,0,0
99,0,85.1791498788832,4,8,4,2,0,3,0,0
5,0,101.88656274853366,3,9,4,3,0,0,0,0
85,0,172.180236780087,11,10,4,3,0,0,4,0
41,0,156.56988903286162,9,31,4,2,0,1,1,0
64,0,179.05970421309868,7,19,4,2,0,0,4,0
2,0,79.6570516389653,2,24,2,1,0,0,0,0
208,0,88.57501326576096,8,27,4,1,1,3,0,0
1,0,132.47507937719863,9,4,3,2,0,0,0,0
236,1,106.73841987605086,9,9,4,2,0,0,0,0
99,0,130.43185758431193,6,21,4,1,0,0,0,0
103,0,150.66513515624823,10,5,4,2,0,0,1,0
255,1,115.03400849816876,6,15,3,0,0,0,0,0
247,2,115.61692034971799,9,15,4,2,0,0,0,0
164,0,99.45,7,26,4,5,2,0,0,0
40,0,150.3,4,2,4,1,1,0,3,0
168,1,126.57634847278104,10,1,4,1,0,0,0,0
161,0,130.0,3,25,4,2,1,1,0,0
5,0,229.53780540894593,10,4,4,4,0,0,6,0
17,0,139.0,7,15,4,2,0,3,0,0
288,0,69.2683397834207,9,19,4,3,1,0,0,0
10,0,130.11516391190452,10,4,3,1,0,0,0,0
131,0,105.82396957538865,8,2,4,4,0,0,0,0
39,0,127.29457727101791,5,7,4,1,0,0,0,0
34,0,117.97810118745593,6,29,4,3,0,0,0,0
99,0,88.62661316615794,10,16,3,2,0,0,0,0
174,1,111.60660923443511,7,25,4,2,1,0,0,0
202,0,60.86171710601909,8,3,4,5,1,2,0,0
25,0,165.58303375207254,6,27,4,2,0,0,3,0
95,0,198.9,5,6,4,2,0,0,5,0
15,0,144.77293713338787,6,7,4,1,1,0,0,0
27,0,66.29,12,1,4,10,4,3,0,0
178,0,113.67947349053392,7,29,4,2,1,0,0,0
250,0,90.95,10,27,4,2,1,0,0,0
107,0,153.6687881727646,8,25,4,3,0,0,3,0
279,1,78.20709599069285,11,5,4,2,0,0,0,0
99,0,89.94882413746765,7,22,4,3,0,0,0,0
19,0,89.93028140147537,9,17,3,1,2,0,0,0
165,0,115.1814697095564,8,5,4,1,2,1,0,0
3,0,65.0,9,8,2,0,0,0,0,0
290,0,67.44081824132098,12,25,4,5,3,3,0,0
37,0,112.56360811911505,3,24,4,3,0,0,0,0
231,1,109.65,9,19,4,3,0,2,0,0
29,1,137.99589351865407,8,28,4,1,0,0,0,0
5,0,128.8690088752656,8,16,3,2,0,0,0,0
22,0,128.39133817781283,5,21,4,3,1,0,0,0
19,0,83.2,10,25,4,3,0,1,0,0
2,0,176.0,5,26,4,1,0,0,3,0
190,0,86.96446932499369,7,25,4,4,1,0,0,0
232,0,168.12904571765029,9,14,4,2,0,0,3,0
0,0,140.0111348430879,8,10,4,1,0,0,0,0
68,0,73.29773984816562,3,11,4,1,1,0,0,0
58,0,177.92777192706697,4,25,4,4,1,0,5,0
39,0,82.27189165192821,2,5,4,2,1,0,0,0
35,0,138.19877609481165,9,2,4,3,1,0,1,0
157,0,82.63542634632566,8,25,4,3,1,3,0,0
46,1,125.17834916138995,9,8,4,2,0,2,0,0
191,0,116.16554516012262,8,25,3,2,0,0,3,0
297,0,86.33318399072284,9,22,3,3,0,0,0,0
136,0,198.0,8,8,4,3,1,1,3,0
72,0,115.070623475015,8,14,2,2,0,3,0,0
107,0,120.33370025521036,8,18,4,4,1,0,1,0
30,0,97.5581714435555,8,30,4,4,0,3,0,0
11,0,109.46381222396221,10,2,4,1,1,0,1,0
3,0,139.0,8,6,4,1,0,3,0,0
60,0,132.62813550228324,7,4,4,2,1,0,0,0
32,0,70.4046932178149,2,3,2,2,0,1,0,0
13,0,111.94192315535976,5,29,4,1,1,0,1,0
65,0,106.95520949545691,4,26,4,3,0,0,0,0
175,0,123.0245431542409,8,9,3,2,0,0,0,0
157,1,101.58,7,11,4,3,1,0,0,0
171,0,112.22221089087151,7,30,4,4,2,0,0,0
231,1,82.26578148895224,8,1,4,6,2,0,1,0
183,0,100.38955048155724,5,5,4,3,1,0,0,0
62,0,79.83971841150017,2,28,4,1,1,2,0,0
16,0,149.47484279357315,6,17,4,2,0,0,1,0
34,0,98.36924019323085,5,18,4,1,2,2,0,0
70,0,76.5,7,22,4,5,2,0,0,0
155,0,80.75,7,25,4,5,2,1,0,0
172,0,95.0,6,24,3,2,0,0,0,0
72,0,98.82051126999764,9,14,2,1,0,2,0,0
155,0,111.77960180348684,7,14,3,3,0,0,0,0
69,0,108.25267286233495,5,24,4,3,2,0,0,0
42,0,80.50915781235122,3,5,4,2,1,0,0,0
218,0,86.81214423906621,8,3,4,2,0,0,0,0
199,0,94.9160297185597,7,1,4,5,1,1,0,0
61,1,77.314310840104,8,2,4,2,1,0,0,0
59,0,167.15001769924433,6,17,4,2,0,0,3,0
19,0,85.95699783455542,2,8,4,4,2,0,0,0
24,0,73.5549515411173,2,13,4,1,1,0,0,0
33,0,71.34265654000849,2,13,4,1,1,2,0,0
13,1,202.71010651354428,8,23,4,3,0,0,5,0
2,0,65.0,8,5,2,1,0,0,0,0
108,0,103.78445018632686,6,9,4,1,0,2,0,0
280,1,151.01699890242222,9,24,4,3,2,0,3,0
39,0,116.53009130885854,3,5,4,2,2,0,0,0
252,0,109.08030356908968,10,15,4,1,1,0,0,0
44,0,98.11838876296247,11,1,4,3,0,0,0,0
90,1,118.8,10,8,4,1,1,0,0,0
37,0,150.55539611067465,5,27,4,2,0,0,1,0
177,0,98.8275234569626,6,2,3,1,0,0,0,0
62,0,66.44513479775875,3,16,4,4,2,0,0,0
180,1,90.17797934112764,9,26,4,2,0,0,0,0
114,0,145.92610813320024,7,5,4,1,0,0,3,0
60,0,75.0,3,20,3,2,2,0,0,0
69,0,166.96509445556782,8,15,4,2,0,0,3,0
44,0,98.52260934741416,10,18,3,1,1,0,0,0
192,0,96.3,10,21,4,3,1,0,0,0
86,0,140.4,6,12,4,2,0,0,3,0
149,0,80.22229550268611,9,29,4,0,2,2,0,0
45,0,112.6231902693971,3,18,4,2,0,0,2,0
25,0,137.92485136645152,6,26,4,1,1,0,0,0
278,0,112.92574250094506,10,23,4,3,1,0,1,0
208,0,75.71399801781807,7,28,4,1,0,0,0,0
92,0,136.55939134445777,6,17,4,1,1,0,1,0
162,0,140.53240005383913,9,19,4,2,1,0,2,0
173,0,120.00785080157131,8,9,4,2,1,0,0,0
65,0,126.9,6,17,4,1,1,0,0,0
147,0,90.9,8,26,4,1,0,0,0,0
123,0,143.1,9,20,4,5,1,0,3,0
95,0,118.8,10,7,4,2,1,0,0,0
91,0,198.9,5,9,4,2,1,0,5,0
37,0,71.1,3,3,4,3,1,3,0,0
65,0,148.52095837149832,7,9,4,1,0,0,3,0
3,0,221.0,6,5,4,1,0,0,5,0
142,0,168.95877836265106,7,2,4,3,1,0,3,0
86,1,107.15437362033383,10,28,4,2,0,0,1,0
30,0,187.55838104121253,9,3,4,7,3,0,5,0
5,0,145.9335109860037,6,25,4,3,1,0,3,0
253,0,100.3,9,28,4,2,1,0,0,0
41,0,149.4,9,26,4,1,0,0,3,0
228,1,107.82718517719825,6,20,4,0,2,0,0,0
195,0,71.25968851717745,11,2,4,2,0,0,0,0
284,0,90.57758651826596,10,16,4,0,0,0,0,0
32,0,117.9,5,21,4,1,1,0,0,0
254,0,91.87260337116791,9,24,4,4,0,0,0,0
114,0,88.4303016462159,4,15,4,3,2,2,0,0
18,0,221.0,4,3,4,1,0,0,5,0
44,0,98.01432655245199,11,19,4,1,1,0,0,0
139,0,102.37658529642158,8,22,4,3,0,0,0,0
14,0,142.0,4,14,4,1,0,0,3,0
177,1,127.45360549711455,8,10,4,2,0,0,0,0
38,0,81.03058339672242,1,27,4,1,0,0,0,0
2,0,136.63663040026955,8,15,2,4,1,0,0,0
287,0,0.0,9,16,4,0,0,0,0,0
120,1,76.5,7,13,4,3,0,0,0,0
160,0,137.66085455360954,7,13,4,3,0,0,2,0
116,0,59.599461980064106,4,27,3,2,1,0,0,0
40,0,126.9,5,20,4,2,1,0,0,0
124,0,78.77593687094601,11,16,4,3,0,3,0,0
192,0,127.07722253307065,8,22,4,2,0,0,0,0
5,0,136.53139692038536,9,3,4,2,1,0,0,0
57,0,79.2,11,14,4,2,0,3,0,0
98,1,86.51414347981785,4,8,4,2,1,0,0,0
31,0,88.0,11,17,4,1,0,3,0,0
120,0,79.48978269115094,12,5,4,1,1,1,0,0
169,0,107.64761374922584,8,18,4,2,0,0,0,0
50,0,131.01482974818805,11,10,4,2,0,0,0,0
141,0,101.94479934174599,7,22,4,3,1,0,0,0
36,0,103.15777075502965,10,11,4,1,0,1,0,0
